group	human_source	cage_id	mouse_id	mouse_sex	mouse_DOB	mouse_age_d	mouse_age_wk	day	cdiff_strain	date	sample_type	cdiff_cfu	nextDayCFU_colon	nextDayCFU_any	weight_grams	percent_weightLoss	file
NC-559-D-8	AMS	NC	559	m	9/28/12	52	7.43	-8	none	11/19/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D0	AMS	NC	559	m	9/28/12	60	8.57	0	none	11/27/12	stool	0	0	0	27.5	100	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D1	AMS	NC	559	m	9/28/12	61	8.71	1	none	11/28/12	stool	0	0	0	28	101.8181818	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D10	AMS	NC	559	m	9/28/12	70	10.00	10	none	12/7/12	stool	0	NA	NA	29	105.4545455	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D2	AMS	NC	559	m	9/28/12	62	8.86	2	none	11/29/12	stool	0	0	0	28.5	103.6363636	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D3	AMS	NC	559	m	9/28/12	63	9.00	3	none	11/30/12	stool	0	0	0	28.5	103.6363636	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D4	AMS	NC	559	m	9/28/12	64	9.14	4	none	12/1/12	stool	0	0	0	27.7	100.7272727	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D5	AMS	NC	559	m	9/28/12	65	9.29	5	none	12/2/12	stool	0	0	0	27.8	101.0909091	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D6	AMS	NC	559	m	9/28/12	66	9.43	6	none	12/3/12	stool	0	0	0	27.9	101.4545455	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D7	AMS	NC	559	m	9/28/12	67	9.57	7	none	12/4/12	stool	0	0	0	28.4	103.2727273	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D8	AMS	NC	559	m	9/28/12	68	9.71	8	none	12/5/12	stool	0	0	0	28.3	102.9090909	20121127_GFstorageMedia_CFUweights.xlsx
NC-559-D9	AMS	NC	559	m	9/28/12	69	9.86	9	none	12/6/12	stool	0	0	0	28.7	104.3636364	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D-11	AMS	NC	567	m	9/28/12	49	7.00	-11	none	11/16/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D-2	AMS	NC	567	m	9/28/12	58	8.29	-2	none	11/25/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D-5	AMS	NC	567	m	9/28/12	55	7.86	-5	none	11/22/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D-8	AMS	NC	567	m	9/28/12	52	7.43	-8	none	11/19/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D0	AMS	NC	567	m	9/28/12	60	8.57	0	none	11/27/12	stool	0	0	0	28.5	100	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D1	AMS	NC	567	m	9/28/12	61	8.71	1	none	11/28/12	stool	0	0	0	28	98.24561404	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D10	AMS	NC	567	m	9/28/12	70	10.00	10	none	12/7/12	stool	0	NA	NA	30	105.2631579	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D2	AMS	NC	567	m	9/28/12	62	8.86	2	none	11/29/12	stool	0	0	0	29.5	103.5087719	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D3	AMS	NC	567	m	9/28/12	63	9.00	3	none	11/30/12	stool	0	0	0	28.7	100.7017544	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D4	AMS	NC	567	m	9/28/12	64	9.14	4	none	12/1/12	stool	0	0	0	29	101.754386	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D5	AMS	NC	567	m	9/28/12	65	9.29	5	none	12/2/12	stool	0	0	0	29.4	103.1578947	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D6	AMS	NC	567	m	9/28/12	66	9.43	6	none	12/3/12	stool	0	0	0	29.1	102.1052632	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D7	AMS	NC	567	m	9/28/12	67	9.57	7	none	12/4/12	stool	0	0	0	29.4	103.1578947	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D8	AMS	NC	567	m	9/28/12	68	9.71	8	none	12/5/12	stool	0	0	0	29.6	103.8596491	20121127_GFstorageMedia_CFUweights.xlsx
NC-567-D9	AMS	NC	567	m	9/28/12	69	9.86	9	none	12/6/12	stool	0	0	0	29.9	104.9122807	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D-11	AMS	NC	NT	m	9/28/12	49	7.00	-11	none	11/16/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D-2	AMS	NC	NT	m	9/28/12	58	8.29	-2	none	11/25/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D-5	AMS	NC	NT	m	9/28/12	55	7.86	-5	none	11/22/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D-8	AMS	NC	NT	m	9/28/12	52	7.43	-8	none	11/19/12	stool	0	0	0	NA	NA	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D0	AMS	NC	NT	m	9/28/12	60	8.57	0	none	11/27/12	stool	0	0	0	25.5	100	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D1	AMS	NC	NT	m	9/28/12	61	8.71	1	none	11/28/12	stool	0	0	0	24.9	97.64705882	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D10	AMS	NC	NT	m	9/28/12	70	10.00	10	none	12/7/12	stool	0	NA	NA	28	109.8039216	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D2	AMS	NC	NT	m	9/28/12	62	8.86	2	none	11/29/12	stool	0	0	0	26	101.9607843	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D3	AMS	NC	NT	m	9/28/12	63	9.00	3	none	11/30/12	stool	0	0	0	27.7	108.627451	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D4	AMS	NC	NT	m	9/28/12	64	9.14	4	none	12/1/12	stool	0	0	0	25.7	100.7843137	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D5	AMS	NC	NT	m	9/28/12	65	9.29	5	none	12/2/12	stool	0	0	0	26.8	105.0980392	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D6	AMS	NC	NT	m	9/28/12	66	9.43	6	none	12/3/12	stool	0	0	0	26.6	104.3137255	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D7	AMS	NC	NT	m	9/28/12	67	9.57	7	none	12/4/12	stool	0	0	0	26.5	103.9215686	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D8	AMS	NC	NT	m	9/28/12	68	9.71	8	none	12/5/12	stool	0	0	0	26.9	105.4901961	20121127_GFstorageMedia_CFUweights.xlsx
NC-NT-D9	AMS	NC	NT	m	9/28/12	69	9.86	9	none	12/6/12	stool	0	0	0	27.3	107.0588235	20121127_GFstorageMedia_CFUweights.xlsx
NP1-2597-D0	DA00581	NP1	2597	m	6/1/12	67	9.57	0	431	8/7/12	stool	0	0	0	26.8	100	20120807_GF_infectionCFUS.xlsx
NP1-2597-D1	DA00581	NP1	2597	m	6/1/12	68	9.71	1	431	8/8/12	stool	0	0	0	27	100.7462687	20120807_GF_infectionCFUS.xlsx
NP1-2597-D10	DA00581	NP1	2597	m	6/1/12	77	11.00	10	431	8/17/12	stool	0	NA	NA	26.5	98.88059701	20120807_GF_infectionCFUS.xlsx
NP1-2597-D2	DA00581	NP1	2597	m	6/1/12	69	9.86	2	431	8/9/12	stool	0	0	0	27.2	101.4925373	20120807_GF_infectionCFUS.xlsx
NP1-2597-D3	DA00581	NP1	2597	m	6/1/12	70	10.00	3	431	8/10/12	stool	0	0	0	27.3	101.8656716	20120807_GF_infectionCFUS.xlsx
NP1-2597-D4	DA00581	NP1	2597	m	6/1/12	71	10.14	4	431	8/11/12	stool	0	0	0	27.8	103.7313433	20120807_GF_infectionCFUS.xlsx
NP1-2597-D5	DA00581	NP1	2597	m	6/1/12	72	10.29	5	431	8/12/12	stool	0	0	0	27.7	103.358209	20120807_GF_infectionCFUS.xlsx
NP1-2597-D6	DA00581	NP1	2597	m	6/1/12	73	10.43	6	431	8/13/12	stool	0	0	0	27.4	102.238806	20120807_GF_infectionCFUS.xlsx
NP1-2597-D7	DA00581	NP1	2597	m	6/1/12	74	10.57	7	431	8/14/12	stool	0	0	0	27.2	101.4925373	20120807_GF_infectionCFUS.xlsx
NP1-2597-D8	DA00581	NP1	2597	m	6/1/12	75	10.71	8	431	8/15/12	stool	0	0	0	28	104.4776119	20120807_GF_infectionCFUS.xlsx
NP1-2597-D9	DA00581	NP1	2597	m	6/1/12	76	10.86	9	431	8/16/12	stool	0	0	0	27.1	101.119403	20120807_GF_infectionCFUS.xlsx
NP1-2725-D0	DA00581	NP1	2725	m	6/1/12	67	9.57	0	431	8/7/12	stool	0	0	0	28.1	100	20120807_GF_infectionCFUS.xlsx
NP1-2725-D1	DA00581	NP1	2725	m	6/1/12	68	9.71	1	431	8/8/12	stool	0	0	0	28.9	102.8469751	20120807_GF_infectionCFUS.xlsx
NP1-2725-D10	DA00581	NP1	2725	m	6/1/12	77	11.00	10	431	8/17/12	stool	0	NA	NA	28	99.64412811	20120807_GF_infectionCFUS.xlsx
NP1-2725-D2	DA00581	NP1	2725	m	6/1/12	69	9.86	2	431	8/9/12	stool	0	0	0	28.2	100.3558719	20120807_GF_infectionCFUS.xlsx
NP1-2725-D3	DA00581	NP1	2725	m	6/1/12	70	10.00	3	431	8/10/12	stool	0	0	0	28.7	102.1352313	20120807_GF_infectionCFUS.xlsx
NP1-2725-D4	DA00581	NP1	2725	m	6/1/12	71	10.14	4	431	8/11/12	stool	0	0	0	29.5	104.9822064	20120807_GF_infectionCFUS.xlsx
NP1-2725-D5	DA00581	NP1	2725	m	6/1/12	72	10.29	5	431	8/12/12	stool	0	500	500	29.6	105.3380783	20120807_GF_infectionCFUS.xlsx
NP1-2725-D6	DA00581	NP1	2725	m	6/1/12	73	10.43	6	431	8/13/12	stool	500	500	500	29.7	105.6939502	20120807_GF_infectionCFUS.xlsx
NP1-2725-D7	DA00581	NP1	2725	m	6/1/12	74	10.57	7	431	8/14/12	stool	500	0	0	29.3	104.2704626	20120807_GF_infectionCFUS.xlsx
NP1-2725-D8	DA00581	NP1	2725	m	6/1/12	75	10.71	8	431	8/15/12	stool	0	0	0	29.6	105.3380783	20120807_GF_infectionCFUS.xlsx
NP1-2725-D9	DA00581	NP1	2725	m	6/1/12	76	10.86	9	431	8/16/12	stool	0	0	0	30.4	108.1850534	20120807_GF_infectionCFUS.xlsx
NP1-317-D0	DA00581	NP1	317	m	6/10/12	58	8.29	0	431	8/7/12	stool	0	0	0	24.7	100	20120807_GF_infectionCFUS.xlsx
NP1-317-D1	DA00581	NP1	317	m	6/10/12	59	8.43	1	431	8/8/12	stool	0	0	0	24.9	100.8097166	20120807_GF_infectionCFUS.xlsx
NP1-317-D10	DA00581	NP1	317	m	6/10/12	68	9.71	10	431	8/17/12	stool	1900	NA	NA	25	101.2145749	20120807_GF_infectionCFUS.xlsx
NP1-317-D2	DA00581	NP1	317	m	6/10/12	60	8.57	2	431	8/9/12	stool	0	0	0	24.3	98.3805668	20120807_GF_infectionCFUS.xlsx
NP1-317-D3	DA00581	NP1	317	m	6/10/12	61	8.71	3	431	8/10/12	stool	0	0	0	25.8	104.4534413	20120807_GF_infectionCFUS.xlsx
NP1-317-D4	DA00581	NP1	317	m	6/10/12	62	8.86	4	431	8/11/12	stool	0	0	0	25.2	102.0242915	20120807_GF_infectionCFUS.xlsx
NP1-317-D5	DA00581	NP1	317	m	6/10/12	63	9.00	5	431	8/12/12	stool	0	0	0	25.5	103.2388664	20120807_GF_infectionCFUS.xlsx
NP1-317-D6	DA00581	NP1	317	m	6/10/12	64	9.14	6	431	8/13/12	stool	0	0	0	25.6	103.6437247	20120807_GF_infectionCFUS.xlsx
NP1-317-D7	DA00581	NP1	317	m	6/10/12	65	9.29	7	431	8/14/12	stool	0	0	0	25.7	104.048583	20120807_GF_infectionCFUS.xlsx
NP1-317-D8	DA00581	NP1	317	m	6/10/12	66	9.43	8	431	8/15/12	stool	0	0	0	25.5	103.2388664	20120807_GF_infectionCFUS.xlsx
NP1-317-D9	DA00581	NP1	317	m	6/10/12	67	9.57	9	431	8/16/12	stool	0	1900	1900	26.5	107.2874494	20120807_GF_infectionCFUS.xlsx
NP2-2630-D0	DA01324	NP2	2630	m	5/18/12	81	11.57	0	431	8/7/12	stool	NA	0	0	24.5	100	20120807_GF_infectionCFUS.xlsx
NP2-2630-D1	DA01324	NP2	2630	m	5/18/12	82	11.71	1	431	8/8/12	stool	0	0	0	23.5	95.91836735	20120807_GF_infectionCFUS.xlsx
NP2-2630-D10	DA01324	NP2	2630	m	5/18/12	91	13.00	10	431	8/17/12	stool	203000000	NA	NA	23.5	95.91836735	20120807_GF_infectionCFUS.xlsx
NP2-2630-D2	DA01324	NP2	2630	m	5/18/12	83	11.86	2	431	8/9/12	stool	0	100	100	24.3	99.18367347	20120807_GF_infectionCFUS.xlsx
NP2-2630-D3	DA01324	NP2	2630	m	5/18/12	84	12.00	3	431	8/10/12	stool	100	50000	50000	25.2	102.8571429	20120807_GF_infectionCFUS.xlsx
NP2-2630-D4	DA01324	NP2	2630	m	5/18/12	85	12.14	4	431	8/11/12	stool	50000	5100000	5100000	24.5	100	20120807_GF_infectionCFUS.xlsx
NP2-2630-D5	DA01324	NP2	2630	m	5/18/12	86	12.29	5	431	8/12/12	stool	5100000	68000000	68000000	24	97.95918367	20120807_GF_infectionCFUS.xlsx
NP2-2630-D6	DA01324	NP2	2630	m	5/18/12	87	12.43	6	431	8/13/12	stool	68000000	51000000	51000000	24.3	99.18367347	20120807_GF_infectionCFUS.xlsx
NP2-2630-D7	DA01324	NP2	2630	m	5/18/12	88	12.57	7	431	8/14/12	stool	51000000	260000000	260000000	19.5	79.59183673	20120807_GF_infectionCFUS.xlsx
NP2-2630-D8	DA01324	NP2	2630	m	5/18/12	89	12.71	8	431	8/15/12	stool	260000000	112000000	112000000	23.1	94.28571429	20120807_GF_infectionCFUS.xlsx
NP2-2630-D9	DA01324	NP2	2630	m	5/18/12	90	12.86	9	431	8/16/12	stool	112000000	203000000	203000000	24.5	100	20120807_GF_infectionCFUS.xlsx
NP2-979-D0	DA01324	NP2	979	m	6/29/12	39	5.57	0	431	8/7/12	stool	0	0	0	23.6	100	20120807_GF_infectionCFUS.xlsx
NP2-979-D1	DA01324	NP2	979	m	6/29/12	40	5.71	1	431	8/8/12	stool	0	16000	16000	22.9	97.03389831	20120807_GF_infectionCFUS.xlsx
NP2-979-D10	DA01324	NP2	979	m	6/29/12	49	7.00	10	431	8/17/12	stool	55000000	NA	NA	23.5	99.57627119	20120807_GF_infectionCFUS.xlsx
NP2-979-D2	DA01324	NP2	979	m	6/29/12	41	5.86	2	431	8/9/12	stool	16000	34000	34000	24	101.6949153	20120807_GF_infectionCFUS.xlsx
NP2-979-D3	DA01324	NP2	979	m	6/29/12	42	6.00	3	431	8/10/12	stool	34000	4000000	4000000	24	101.6949153	20120807_GF_infectionCFUS.xlsx
NP2-979-D4	DA01324	NP2	979	m	6/29/12	43	6.14	4	431	8/11/12	stool	4000000	NA	NA	24	101.6949153	20120807_GF_infectionCFUS.xlsx
NP2-979-D5	DA01324	NP2	979	m	6/29/12	44	6.29	5	431	8/12/12	stool	NA	1152000	1152000	22.9	97.03389831	20120807_GF_infectionCFUS.xlsx
NP2-979-D6	DA01324	NP2	979	m	6/29/12	45	6.43	6	431	8/13/12	stool	1152000	22400000	22400000	23.2	98.30508475	20120807_GF_infectionCFUS.xlsx
NP2-979-D7	DA01324	NP2	979	m	6/29/12	46	6.57	7	431	8/14/12	stool	22400000	119000000	119000000	19.5	82.62711864	20120807_GF_infectionCFUS.xlsx
NP2-979-D8	DA01324	NP2	979	m	6/29/12	47	6.71	8	431	8/15/12	stool	119000000	NA	NA	22.6	95.76271186	20120807_GF_infectionCFUS.xlsx
NP2-979-D9	DA01324	NP2	979	m	6/29/12	48	6.86	9	431	8/16/12	stool	NA	55000000	55000000	23.2	98.30508475	20120807_GF_infectionCFUS.xlsx
NP2-983-D0	DA01324	NP2	983	m	6/29/12	39	5.57	0	431	8/7/12	stool	0	0	0	21.8	100	20120807_GF_infectionCFUS.xlsx
NP2-983-D1	DA01324	NP2	983	m	6/29/12	40	5.71	1	431	8/8/12	stool	0	0	0	20.7	94.95412844	20120807_GF_infectionCFUS.xlsx
NP2-983-D10	DA01324	NP2	983	m	6/29/12	49	7.00	10	431	8/17/12	stool	130000000	NA	NA	22.5	103.2110092	20120807_GF_infectionCFUS.xlsx
NP2-983-D2	DA01324	NP2	983	m	6/29/12	41	5.86	2	431	8/9/12	stool	0	0	0	21.7	99.5412844	20120807_GF_infectionCFUS.xlsx
NP2-983-D3	DA01324	NP2	983	m	6/29/12	42	6.00	3	431	8/10/12	stool	0	0	0	22.5	103.2110092	20120807_GF_infectionCFUS.xlsx
NP2-983-D4	DA01324	NP2	983	m	6/29/12	43	6.14	4	431	8/11/12	stool	0	0	0	21.8	100	20120807_GF_infectionCFUS.xlsx
NP2-983-D5	DA01324	NP2	983	m	6/29/12	44	6.29	5	431	8/12/12	stool	0	0	0	22.1	101.3761468	20120807_GF_infectionCFUS.xlsx
NP2-983-D6	DA01324	NP2	983	m	6/29/12	45	6.43	6	431	8/13/12	stool	0	NA	NA	23	105.5045872	20120807_GF_infectionCFUS.xlsx
NP2-983-D7	DA01324	NP2	983	m	6/29/12	46	6.57	7	431	8/14/12	stool	NA	12000000	12000000	18	82.56880734	20120807_GF_infectionCFUS.xlsx
NP2-983-D8	DA01324	NP2	983	m	6/29/12	47	6.71	8	431	8/15/12	stool	12000000	30400000	30400000	22	100.9174312	20120807_GF_infectionCFUS.xlsx
NP2-983-D9	DA01324	NP2	983	m	6/29/12	48	6.86	9	431	8/16/12	stool	30400000	130000000	130000000	22.5	103.2110092	20120807_GF_infectionCFUS.xlsx
OP-2091-D0	DA10082	OP	2091	m	5/18/12	81	11.57	0	431	8/7/12	stool	0	70000000	70000000	25.2	100	20120807_GF_infectionCFUS.xlsx
OP-2091-D1	DA10082	OP	2091	m	5/18/12	82	11.71	1	431	8/8/12	stool	70000000	11000000	11000000	24.3	96.42857143	20120807_GF_infectionCFUS.xlsx
OP-2091-D2	DA10082	OP	2091	m	5/18/12	83	11.86	2	431	8/9/12	stool	11000000	60000000	60000000	21.1	83.73015873	20120807_GF_infectionCFUS.xlsx
OP-2091-D3	DA10082	OP	2091	m	5/18/12	84	12.00	3	431	8/10/12	stool	60000000	NA	NA	20	79.36507937	20120807_GF_infectionCFUS.xlsx
OP-2542-D0	DA10082	OP	2542	m	6/1/12	67	9.57	0	431	8/7/12	stool	0	250000000	250000000	27	100	20120807_GF_infectionCFUS.xlsx
OP-2542-D1	DA10082	OP	2542	m	6/1/12	68	9.71	1	431	8/8/12	stool	250000000	60000000	60000000	25.8	95.55555556	20120807_GF_infectionCFUS.xlsx
OP-2542-D2	DA10082	OP	2542	m	6/1/12	69	9.86	2	431	8/9/12	stool	60000000	1800000000	1800000000	22.5	83.33333333	20120807_GF_infectionCFUS.xlsx
OP-2542-D3	DA10082	OP	2542	m	6/1/12	70	10.00	3	431	8/10/12	stool	1800000000	NA	NA	22.6	83.7037037	20120807_GF_infectionCFUS.xlsx
OP-931-D0	DA10082	OP	931	m	6/29/12	39	5.57	0	431	8/7/12	stool	0	175000000	175000000	24.9	100	20120807_GF_infectionCFUS.xlsx
OP-931-D1	DA10082	OP	931	m	6/29/12	40	5.71	1	431	8/8/12	stool	175000000	100000	100000	24.3	97.59036145	20120807_GF_infectionCFUS.xlsx
OP-931-D2	DA10082	OP	931	m	6/29/12	41	5.86	2	431	8/9/12	stool	100000	11200000	11200000	21.1	84.73895582	20120807_GF_infectionCFUS.xlsx
OP-931-D3	DA10082	OP	931	m	6/29/12	42	6.00	3	431	8/10/12	stool	11200000	NA	NA	21.5	86.34538153	20120807_GF_infectionCFUS.xlsx
OUT-2028-D0	DA10034	OUT	2028	f	5/18/12	46	6.57	0	431	7/3/12	stool	NA	31000	31000	18.8	100	20120703_infectionCFUS_round2.xlsx
OUT-2028-D1	DA10034	OUT	2028	f	5/18/12	47	6.71	1	431	7/4/12	stool	31000	NA	NA	16.8	89.36170213	20120703_infectionCFUS_round2.xlsx
OUT-2028-D2	DA10034	OUT	2028	f	5/18/12	48	6.86	2	431	7/5/12	stool	NA	620000	620000	15.2	80.85106383	20120703_infectionCFUS_round2.xlsx
OUT-2028-D3	DA10034	OUT	2028	f	5/18/12	49	7.00	3	431	7/6/12	stool	620000	NA	NA	13	69.14893617	20120703_infectionCFUS_round2.xlsx
OUT-2028C-D3	DA10034	OUT	2028	f	5/18/12	49	7.00	3	431	7/6/12	cecum	30000	NA	NA	13	69.14893617	20120703_infectionCFUS_round2.xlsx
OUT-2081-D0	DA10034	OUT	2081	f	5/18/12	46	6.57	0	431	7/3/12	stool	NA	14000	14000	18.5	100	20120703_infectionCFUS_round2.xlsx
OUT-2081-D1	DA10034	OUT	2081	f	5/18/12	47	6.71	1	431	7/4/12	stool	14000	NA	NA	16.8	90.81081081	20120703_infectionCFUS_round2.xlsx
OUT-2081-D2	DA10034	OUT	2081	f	5/18/12	48	6.86	2	431	7/5/12	stool	NA	6200000	6200000	15	81.08108108	20120703_infectionCFUS_round2.xlsx
OUT-2081-D3	DA10034	OUT	2081	f	5/18/12	49	7.00	3	431	7/6/12	stool	6200000	NA	NA	15.9	85.94594595	20120703_infectionCFUS_round2.xlsx
OUT-2096-D0	DA10034	OUT	2096	f	5/18/12	46	6.57	0	431	7/3/12	stool	NA	3000	3000	20.3	100	20120703_infectionCFUS_round2.xlsx
OUT-2096-D1	DA10034	OUT	2096	f	5/18/12	47	6.71	1	431	7/4/12	stool	3000	17650000	17650000	18.8	92.61083744	20120703_infectionCFUS_round2.xlsx
OUT-2096-D2	DA10034	OUT	2096	f	5/18/12	48	6.86	2	431	7/5/12	stool	17650000	13000000	13000000	17.2	84.72906404	20120703_infectionCFUS_round2.xlsx
OUT-2096-D3	DA10034	OUT	2096	f	5/18/12	49	7.00	3	431	7/6/12	stool	13000000	NA	NA	16.7	82.26600985	20120703_infectionCFUS_round2.xlsx
OUT-2096C-D3	DA10034	OUT	2096	f	5/18/12	49	7.00	3	431	7/6/12	cecum	780000000	NA	NA	16.7	82.26600985	20120703_infectionCFUS_round2.xlsx
OUT2-2510-D0	DA10148	OUT2	2510	f	6/1/12	46	6.57	0	431	7/17/12	stool	0	4000	4000	20.8	100	20120717_GF_cfu.xlsx
OUT2-2510-D1	DA10148	OUT2	2510	f	6/1/12	47	6.71	1	431	7/18/12	stool	4000	0	0	21	100.9615385	20120717_GF_cfu.xlsx
OUT2-2510-D10	DA10148	OUT2	2510	f	6/1/12	56	8.00	10	431	7/27/12	stool	124000000	NA	NA	21.2	101.9230769	20120717_GF_cfu.xlsx
OUT2-2510-D2	DA10148	OUT2	2510	f	6/1/12	48	6.86	2	431	7/19/12	stool	0	1350000	1350000	23.5	112.9807692	20120717_GF_cfu.xlsx
OUT2-2510-D3	DA10148	OUT2	2510	f	6/1/12	49	7.00	3	431	7/20/12	stool	1350000	8000000	8000000	21.5	103.3653846	20120717_GF_cfu.xlsx
OUT2-2510-D4	DA10148	OUT2	2510	f	6/1/12	50	7.14	4	431	7/21/12	stool	8000000	112000000	112000000	20	96.15384615	20120717_GF_cfu.xlsx
OUT2-2510-D5	DA10148	OUT2	2510	f	6/1/12	51	7.29	5	431	7/22/12	stool	112000000	88000000	88000000	20	96.15384615	20120717_GF_cfu.xlsx
OUT2-2510-D6	DA10148	OUT2	2510	f	6/1/12	52	7.43	6	431	7/23/12	stool	88000000	2230000	2230000	21.5	103.3653846	20120717_GF_cfu.xlsx
OUT2-2510-D7	DA10148	OUT2	2510	f	6/1/12	53	7.57	7	431	7/24/12	stool	2230000	87000000	87000000	22	105.7692308	20120717_GF_cfu.xlsx
OUT2-2510-D8	DA10148	OUT2	2510	f	6/1/12	54	7.71	8	431	7/25/12	stool	87000000	110000000	110000000	22	105.7692308	20120717_GF_cfu.xlsx
OUT2-2510-D9	DA10148	OUT2	2510	f	6/1/12	55	7.86	9	431	7/26/12	stool	110000000	124000000	124000000	21	100.9615385	20120717_GF_cfu.xlsx
OUT2-2533-D0	DA10148	OUT2	2533	f	6/1/12	46	6.57	0	431	7/17/12	stool	0	4000	4000	20.7	100	20120717_GF_cfu.xlsx
OUT2-2533-D1	DA10148	OUT2	2533	f	6/1/12	47	6.71	1	431	7/18/12	stool	4000	11500000	11500000	20	96.61835749	20120717_GF_cfu.xlsx
OUT2-2533-D10	DA10148	OUT2	2533	f	6/1/12	56	8.00	10	431	7/27/12	stool	14200000	NA	NA	21	101.4492754	20120717_GF_cfu.xlsx
OUT2-2533-D2	DA10148	OUT2	2533	f	6/1/12	48	6.86	2	431	7/19/12	stool	11500000	6600000	6600000	22.1	106.763285	20120717_GF_cfu.xlsx
OUT2-2533-D3	DA10148	OUT2	2533	f	6/1/12	49	7.00	3	431	7/20/12	stool	6600000	510000	510000	20.9	100.9661836	20120717_GF_cfu.xlsx
OUT2-2533-D4	DA10148	OUT2	2533	f	6/1/12	50	7.14	4	431	7/21/12	stool	510000	21000000	21000000	20	96.61835749	20120717_GF_cfu.xlsx
OUT2-2533-D5	DA10148	OUT2	2533	f	6/1/12	51	7.29	5	431	7/22/12	stool	21000000	NA	NA	20	96.61835749	20120717_GF_cfu.xlsx
OUT2-2533-D6	DA10148	OUT2	2533	f	6/1/12	52	7.43	6	431	7/23/12	stool	NA	2000000	2000000	21.5	103.8647343	20120717_GF_cfu.xlsx
OUT2-2533-D7	DA10148	OUT2	2533	f	6/1/12	53	7.57	7	431	7/24/12	stool	2000000	1000	1000	20.2	97.58454106	20120717_GF_cfu.xlsx
OUT2-2533-D8	DA10148	OUT2	2533	f	6/1/12	54	7.71	8	431	7/25/12	stool	1000	40000000	40000000	23	111.1111111	20120717_GF_cfu.xlsx
OUT2-2533-D9	DA10148	OUT2	2533	f	6/1/12	55	7.86	9	431	7/26/12	stool	40000000	14200000	14200000	21	101.4492754	20120717_GF_cfu.xlsx
OUT2-NT-D0	DA10148	OUT2	NT	f	6/1/12	46	6.57	0	431	7/17/12	stool	0	0	0	20.4	100	20120717_GF_cfu.xlsx
OUT2-NT-D1	DA10148	OUT2	NT	f	6/1/12	47	6.71	1	431	7/18/12	stool	0	1200000	1200000	19.5	95.58823529	20120717_GF_cfu.xlsx
OUT2-NT-D10	DA10148	OUT2	NT	f	6/1/12	56	8.00	10	431	7/27/12	stool	124000000	NA	NA	21.2	103.9215686	20120717_GF_cfu.xlsx
OUT2-NT-D2	DA10148	OUT2	NT	f	6/1/12	48	6.86	2	431	7/19/12	stool	1200000	41700000	41700000	23.5	115.1960784	20120717_GF_cfu.xlsx
OUT2-NT-D3	DA10148	OUT2	NT	f	6/1/12	49	7.00	3	431	7/20/12	stool	41700000	4200000	4200000	20.3	99.50980392	20120717_GF_cfu.xlsx
OUT2-NT-D4	DA10148	OUT2	NT	f	6/1/12	50	7.14	4	431	7/21/12	stool	4200000	75000000	75000000	20	98.03921569	20120717_GF_cfu.xlsx
OUT2-NT-D5	DA10148	OUT2	NT	f	6/1/12	51	7.29	5	431	7/22/12	stool	75000000	100000000	100000000	21	102.9411765	20120717_GF_cfu.xlsx
